SYBAMR_GSL_PRD_DS02_BD_MAINT,04/15/2020,18:00:02,04/15/2020,20:13:20,SU
SYBAMR_GSL_PRD_DS02_CD_BACKUP,04/15/2020,18:00:09,04/15/2020,20:13:20,SU
SYBAMR_GSL_PRD_DS02_BW_MAINT,04/11/2020,06:00:04,04/11/2020,11:56:34,SU
SYBAMR_GSL_PRD_DS02_CW_BACKUP,04/11/2020,09:52:43,04/11/2020,11:56:33,SU
SYBAMR_GSL_PRD_DS02_CW_DBCC,04/11/2020,06:00:19,04/11/2020,06:33:23,SU
SYBAMR_GSL_PRD_DS02_CW_REORG,04/11/2020,06:33:24,04/11/2020,09:13:04,SU
SYBAMR_GSL_PRD_DS02_CW_UPDSTATS,04/11/2020,09:13:06,04/11/2020,09:52:42,SU
SYBAMR_GSL_PRD_DS02_BD_TDUMP,04/15/2020,23:15:04,04/15/2020,23:16:04,SU
SYBAMR_GSL_PRD_DS02_CD_TDUMP_FENYPRD,04/15/2020,23:15:08,04/15/2020,23:16:03,SU
SYBAMR_GSL_PRD_DS02_CD_TDUMP_GSLAB,04/15/2020,23:15:08,04/15/2020,23:15:09,SU
SYBAMR_GSL_PRD_DS02_CD_SNAPSHOT,04/15/2020,23:20:17,04/15/2020,23:22:28,SU
SYBAMR_GSL_PRD_DS02_CD_DEADLOCK_PROCESS,04/15/2020,23:00:13,04/15/2020,23:00:15,SU
SYBAMR_GSL_PRD_DS02_CD_SYSMON_PROCESS,04/15/2020,23:00:19,04/15/2020,23:01:16,SU
SYBAMR_NOE_PRD_DS02_BD_MAINT,04/14/2020,23:59:01,04/15/2020,00:45:38,SU
SYBAMR_NOE_PRD_DS02_CD_REORG,04/14/2020,23:59:05,04/15/2020,00:37:48,SU
SYBAMR_NOE_PRD_DS02_CD_BACKUP,04/15/2020,00:37:49,04/15/2020,00:45:37,SU
SYBAMR_NOE_PRD_DS02_CD_FRAGREPORT,04/15/2020,00:37:49,04/15/2020,00:37:49,SU
SYBAMR_NOE_PRD_DS02_BW_MAINT,04/11/2020,14:00:05,04/11/2020,15:20:36,SU
SYBAMR_NOE_PRD_DS02_CW_BACKUP,04/11/2020,14:18:12,04/11/2020,14:26:56,SU
SYBAMR_NOE_PRD_DS02_CW_DBCC,04/11/2020,14:00:12,04/11/2020,14:18:11,SU
SYBAMR_NOE_PRD_DS02_CW_REORG,04/11/2020,14:26:57,04/11/2020,15:08:52,SU
SYBAMR_NOE_PRD_DS02_CW_UPDSTATS,04/11/2020,15:08:54,04/11/2020,15:20:35,SU
SYBAMR_NOE_PRD_DS02_BT_MAINT,04/15/2020,23:50:04,04/15/2020,23:50:10,SU
SYBAMR_NOE_PRD_DS02_CD_TRANDUMP,04/15/2020,23:50:07,04/15/2020,23:50:08,SU
SYBAMR_NOE_PRD_DS02_BD_UPDSTATS2,04/15/2020,20:00:04,04/15/2020,20:00:27,SU
SYBAMR_NOE_PRD_DS02_BD_UPDSTATS2_ALLOCDB,04/15/2020,20:00:16,04/15/2020,20:00:20,SU
SYBAMR_NOE_PRD_DS02_BD_UPDSTATS1,04/15/2020,19:15:03,04/15/2020,19:18:17,SU
SYBAMR_NOE_PRD_DS02_CD_UPDSTATS_PTRADE,04/15/2020,19:15:09,04/15/2020,19:18:17,SU
SYBAMR_NOE_PRD_DS02_CD_UPDSTATS_PTRADE_SEXEC,04/15/2020,19:15:09,04/15/2020,19:15:43,SU
SYBAMR_NOE_PRD_DS02_CD_REINSTALL_PROCS,10/07/2019,03:00:02,10/07/2019,03:00:13,OH
SYBAMR_NOE_PRD_DS02_CD_SYSMON_PROCESS,04/15/2020,23:30:10,04/15/2020,23:31:46,SU
SYBAMR_NOE_PRD_DS02_CD_SNAPSHOT,04/15/2020,23:50:22,-----,RU,155596983/1
SYBAMR_NOE_PRD_DS02_CD_DEADLOCK_PROCESS,04/15/2020,23:30:10,04/15/2020,23:30:13,SU
SYBAMR_FDA_PRD_DS02_BD_MAINT,04/15/2020,21:00:04,04/15/2020,21:07:10,SU
SYBAMR_FDA_PRD_DS02_CD_BACKUP,04/15/2020,21:00:12,04/15/2020,21:05:56,SU
SYBAMR_FDA_PRD_DS02_CD_UPDSTATS,04/15/2020,21:00:16,04/15/2020,21:07:09,SU
SYBAMR_FDA_PRD_DS02_BD_UPDSTATS1,04/15/2020,14:10:02,04/15/2020,14:10:10,SU
SYBAMR_FDA_PRD_DS02_CD_UPDSTATS1,04/15/2020,14:10:07,04/15/2020,14:10:09,SU
SYBAMR_FDA_PRD_DS02_BW_MAINT,04/11/2020,16:00:04,04/11/2020,16:56:43,SU
SYBAMR_FDA_PRD_DS02_CW_DBCC,04/11/2020,16:00:19,04/11/2020,16:13:13,SU
SYBAMR_FDA_PRD_DS02_CW_REORG,04/11/2020,16:13:15,04/11/2020,16:50:56,SU
SYBAMR_FDA_PRD_DS02_CW_BACKUP,04/11/2020,16:50:57,04/11/2020,16:55:13,SU
SYBAMR_FDA_PRD_DS02_CW_UPDSTATS,04/11/2020,16:50:57,04/11/2020,16:56:43,SU
SYBAMR_FDA_PRD_DS02_CD_SYSMON_PROCESS,04/15/2020,23:30:10,04/15/2020,23:31:42,SU
SYBAMR_FDA_PRD_DS02_CD_SNAPSHOT,04/15/2020,23:50:17,-----,RU,155596983/1
SYBAMR_FDA_PRD_DS02_CD_DEADLOCK_PROCESS,04/15/2020,23:30:10,04/15/2020,23:30:13,SU
SYBAMR_FDA_PRD_DS03_BD_MAINT,04/15/2020,21:00:04,04/15/2020,21:14:12,SU
SYBAMR_FDA_PRD_DS03_CD_BACKUP,04/15/2020,21:00:12,04/15/2020,21:05:46,SU
SYBAMR_FDA_PRD_DS03_CD_UPDSTATS,04/15/2020,21:05:47,04/15/2020,21:14:11,SU
SYBAMR_FDA_PRD_DS03_BW_MAINT,04/11/2020,16:00:03,04/11/2020,16:45:58,SU
SYBAMR_FDA_PRD_DS03_CW_DBCC,04/11/2020,16:00:14,04/11/2020,16:11:39,SU
SYBAMR_FDA_PRD_DS03_CW_REORG,04/11/2020,16:11:41,04/11/2020,16:36:06,SU
SYBAMR_FDA_PRD_DS03_CW_UPDSTATS,04/11/2020,16:36:07,04/11/2020,16:42:58,SU
SYBAMR_FDA_PRD_DS03_CW_BACKUP,04/11/2020,16:43:00,04/11/2020,16:45:57,SU
SYBAMR_FDA_PRD_DS03_CD_SNAPSHOT,04/15/2020,23:50:17,04/15/2020,23:52:28,SU
SYBAMR_FDA_PRD_DS03_CD_DEADLOCK_PROCESS,04/15/2020,23:30:11,04/15/2020,23:30:13,SU
SYBAMR_ETMA_PRD_DS05_CD_SNAPSHOT,04/15/2020,23:50:25,04/15/2020,23:52:36,SU
SYBAMR_ETMA_PRD_DS05_CD_SYSMON_PROCESS,04/15/2020,23:30:11,04/15/2020,23:31:47,SU
SYBAMR_ETMA_PRD_DS05_BW_MAINT,04/11/2020,09:00:03,04/11/2020,10:28:30,SU
SYBAMR_ETMA_PRD_DS05_CW_DBCC,04/11/2020,09:00:10,04/11/2020,09:14:58,SU
SYBAMR_ETMA_PRD_DS05_CW_REORG,04/11/2020,09:14:59,04/11/2020,09:44:16,SU
SYBAMR_ETMA_PRD_DS05_CW_FRAGSTATS,04/11/2020,09:44:17,04/11/2020,09:44:17,SU
SYBAMR_ETMA_PRD_DS05_CW_UPDSTATS,04/11/2020,09:44:18,04/11/2020,10:08:26,SU
SYBAMR_ETMA_PRD_DS05_CW_BACKUP,04/11/2020,10:08:27,04/11/2020,10:28:29,SU
SYBAMR_ETMA_PRD_DS05_BD_MAINT,04/15/2020,00:00:02,04/15/2020,00:32:17,SU
SYBAMR_ETMA_PRD_DS05_CD_BACKUP,04/15/2020,00:00:11,04/15/2020,00:20:15,SU
SYBAMR_ETMA_PRD_DS05_CD_REORG,04/15/2020,00:20:17,04/15/2020,00:21:25,SU
SYBAMR_ETMA_PRD_DS05_CD_UPDSTATS,04/15/2020,00:21:26,04/15/2020,00:32:16,SU
SYBAMR_ETMA_PRD_DS05_CD_DEADLOCK_PROCESS,04/15/2020,23:30:12,04/15/2020,23:30:14,SU
SYBAMR_ETMA_PRD_DS06_CD_SNAPSHOT,04/15/2020,23:50:25,04/15/2020,23:52:37,SU
SYBAMR_ETMA_PRD_DS06_CD_SYSMON_PROCESS,04/15/2020,23:30:11,04/15/2020,23:31:47,SU
SYBAMR_ETMA_PRD_DS06_BW_MAINT,04/11/2020,09:00:03,04/11/2020,10:35:58,SU
SYBAMR_ETMA_PRD_DS06_CW_DBCC,04/11/2020,09:00:10,04/11/2020,09:15:13,SU
SYBAMR_ETMA_PRD_DS06_CW_REORG,04/11/2020,09:15:15,04/11/2020,09:42:14,SU
SYBAMR_ETMA_PRD_DS06_CW_FRAGSTATS,04/11/2020,09:42:15,04/11/2020,09:42:15,SU
SYBAMR_ETMA_PRD_DS06_CW_UPDSTATS,04/11/2020,09:42:17,04/11/2020,10:14:05,SU
SYBAMR_ETMA_PRD_DS06_CW_BACKUP,04/11/2020,10:14:06,04/11/2020,10:35:58,SU
SYBAMR_ETMA_PRD_DS06_BD_MAINT,04/15/2020,00:00:03,04/15/2020,00:33:09,SU
SYBAMR_ETMA_PRD_DS06_CD_BACKUP,04/15/2020,00:00:12,04/15/2020,00:23:13,SU
SYBAMR_ETMA_PRD_DS06_CD_REORG,04/15/2020,00:23:15,04/15/2020,00:23:54,SU
SYBAMR_ETMA_PRD_DS06_CD_UPDSTATS,04/15/2020,00:23:56,04/15/2020,00:33:08,SU
SYBAMR_ETMA_PRD_DS06_CD_DEADLOCK_PROCESS,04/15/2020,23:30:12,04/15/2020,23:30:14,SU
